date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar)
2020/2/20 0:40,995.2,1.92,275.46,-3.28,68.28,7.02
2020/2/20 0:50,995.25,1.73,275.27,-3.3,69.1,6.92
2020/2/20 1:00,995.2,1.73,275.26,-3.32,69.03,6.92
2020/2/20 1:10,995.16,1.63,275.17,-3.35,69.35,6.87
2020/2/20 1:20,995.18,1.32,274.86,-3.43,70.5,6.72
2020/2/20 1:30,995.19,1.04,274.58,-3.45,71.8,6.59
2020/2/20 1:40,995.11,0.99,274.54,-3.5,71.8,6.57
2020/2/20 1:50,995.07,0.96,274.51,-3.55,71.7,6.55
2020/2/20 2:00,995.03,0.92,274.47,-3.55,71.9,6.53
2020/2/20 2:10,994.99,1.17,274.72,-3.52,70.8,6.65
2020/2/20 2:20,994.94,1.16,274.71,-3.47,71.1,6.64
2020/2/20 2:30,994.9,1.28,274.84,-3.43,70.7,6.7
2020/2/20 2:40,994.82,1.31,274.87,-3.37,70.9,6.71
2020/2/20 2:50,994.66,1.35,274.93,-3.33,70.9,6.74
2020/2/20 3:00,994.6,1.3,274.88,-3.28,71.4,6.71
2020/2/20 3:10,994.55,1.1,274.69,-3.32,72.2,6.61
2020/2/20 3:20,994.43,0.28,273.87,-3.38,76.3,6.23
2020/2/20 3:30,994.42,0.16,273.76,-3.41,76.8,6.18
2020/2/20 3:40,994.26,0.05,273.66,-3.34,77.8,6.13
2020/2/20 3:50,994.15,0.04,273.66,-3.3,78.1,6.13
2020/2/20 4:00,994.17,0.01,273.63,-3.3,78.3,6.11
2020/2/20 4:10,994.14,0.01,273.63,-3.28,78.4,6.11
2020/2/20 4:20,994.05,0.1,273.72,-3.2,78.4,6.15
2020/2/20 4:30,993.99,0.23,273.86,-3.12,78.1,6.21
2020/2/20 4:40,993.93,0.43,274.07,-2.97,77.8,6.3
2020/2/20 4:50,993.92,0.67,274.3,-2.88,77,6.41
2020/2/20 5:00,993.8,0.62,274.27,-2.88,77.3,6.39
2020/2/20 5:10,993.77,0.76,274.4,-2.71,77.5,6.45
2020/2/20 5:20,993.7,0.98,274.64,-2.52,77.3,6.56
2020/2/20 5:30,993.64,0.75,274.41,-2.61,78.1,6.45
2020/2/20 5:40,993.6,0.6,274.27,-2.57,79.2,6.38
2020/2/20 5:50,993.54,0.71,274.38,-2.38,79.7,6.43
2020/2/20 6:00,993.52,0.95,274.62,-2.14,79.7,6.55
2020/2/20 6:10,993.51,1.43,275.11,-1.83,78.8,6.78
2020/2/20 6:20,993.46,1.54,275.22,-1.83,78.2,6.83
2020/2/20 6:30,993.38,1.58,275.26,-1.79,78.2,6.85
2020/2/20 6:40,993.37,1.72,275.4,-1.69,78,6.92
2020/2/20 6:50,993.38,1.89,275.57,-1.54,77.9,7
2020/2/20 7:00,993.38,1.94,275.62,-1.46,78.1,7.03
2020/2/20 7:10,993.34,1.95,275.64,-1.34,78.7,7.03
2020/2/20 7:20,993.33,2.26,275.94,-0.82,80,7.19
2020/2/20 7:30,993.36,2.74,276.42,-0.32,80.2,7.44
2020/2/20 7:40,993.38,3.07,276.75,-0.08,79.7,7.62
2020/2/20 7:50,993.42,3.28,276.96,0.06,79.3,7.73
2020/2/20 8:00,993.44,3.38,277.06,0.08,78.9,7.79
2020/2/20 8:10,993.4,3.44,277.13,0.18,79.1,7.82
2020/2/20 8:20,993.42,3.53,277.21,0.24,79,7.87
2020/2/20 8:30,993.43,3.5,277.18,0.25,79.2,7.85
2020/2/20 8:40,993.54,3.44,277.11,0.18,79.1,7.82
2020/2/20 8:50,993.57,3.28,276.95,0.16,79.9,7.73
2020/2/20 9:00,993.58,3.35,277.01,0.31,80.4,7.77
2020/2/20 9:10,993.56,3.51,277.18,0.38,79.9,7.86
2020/2/20 9:20,993.54,3.61,277.28,0.41,79.5,7.91
2020/2/20 9:30,993.47,3.72,277.4,0.54,79.6,7.98
2020/2/20 9:40,993.45,3.97,277.65,0.79,79.7,8.12
2020/2/20 9:50,993.42,4.18,277.87,0.95,79.4,8.24
2020/2/20 10:00,993.36,4.22,277.91,0.99,79.4,8.27
2020/2/20 10:10,993.3,4.34,278.03,1.1,79.4,8.33
2020/2/20 10:20,993.26,4.61,278.31,1.43,79.8,8.49
2020/2/20 10:30,993.21,4.97,278.67,1.77,79.7,8.71
2020/2/20 10:40,993.22,5.12,278.82,1.79,79,8.8
2020/2/20 10:50,993.25,5.31,279.01,1.9,78.6,8.92
2020/2/20 11:00,993.28,5.54,279.24,2.02,78,9.06
2020/2/20 11:10,993.27,5.52,279.22,2.09,78.5,9.05
2020/2/20 11:20,993.27,5.45,279.15,2.22,79.6,9.01
2020/2/20 11:30,993.18,5.34,279.05,2.25,80.4,8.94
2020/2/20 11:40,993.11,5.33,279.04,2.34,81,8.93
2020/2/20 11:50,993.01,5.42,279.14,2.5,81.4,8.99
2020/2/20 12:00,992.91,5.53,279.26,2.65,81.6,9.06
2020/2/20 12:10,992.72,5.67,279.42,2.71,81.2,9.15
2020/2/20 12:20,992.63,5.84,279.59,2.77,80.6,9.25
2020/2/20 12:30,992.44,5.89,279.66,2.56,79.1,9.29
2020/2/20 12:40,992.22,5.99,279.77,2.4,77.7,9.35
2020/2/20 12:50,992.03,6.05,279.84,2.28,76.7,9.39
2020/2/20 13:00,991.94,6.07,279.87,2.13,75.8,9.4
2020/2/20 13:10,991.93,6.13,279.94,2.18,75.7,9.45
2020/2/20 13:20,991.93,6.28,280.09,2.21,75.1,9.54
2020/2/20 13:30,991.95,6.37,280.17,2.28,75,9.6
2020/2/20 13:40,991.81,6.34,280.16,2.27,75.1,9.58
2020/2/20 13:50,991.66,6.41,280.24,2.35,75.2,9.63
2020/2/20 14:00,991.64,6.47,280.3,2.4,75.1,9.67
2020/2/20 14:10,991.55,6.42,280.26,2.36,75.2,9.63
2020/2/20 14:20,991.31,6.53,280.39,2.38,74.7,9.71
2020/2/20 14:30,991.17,6.4,280.27,2.38,75.4,9.62
2020/2/20 14:40,991.04,6.22,280.1,2.36,76.2,9.5
2020/2/20 14:50,990.95,6.08,279.97,2.31,76.7,9.41
2020/2/20 15:00,990.95,6.07,279.95,2.35,77,9.4
2020/2/20 15:10,990.93,6.2,280.09,2.36,76.3,9.49
2020/2/20 15:20,990.75,6.26,280.16,2.41,76.3,9.53
2020/2/20 15:30,990.61,6.29,280.2,2.53,76.8,9.55
2020/2/20 15:40,990.61,6.34,280.25,2.45,76.1,9.58
2020/2/20 15:50,990.55,6.28,280.2,2.4,76.1,9.54
2020/2/20 16:00,990.38,6.36,280.3,2.46,76,9.6
2020/2/20 16:10,990.16,6.48,280.43,2.46,75.4,9.67
2020/2/20 16:20,990.02,6.57,280.53,2.51,75.2,9.73
2020/2/20 16:30,989.86,6.68,280.65,2.52,74.7,9.81
2020/2/20 16:40,989.66,6.72,280.71,2.47,74.2,9.84
2020/2/20 16:50,989.55,6.68,280.68,2.45,74.3,9.81
2020/2/20 17:00,989.4,6.7,280.71,2.61,75.1,9.82
2020/2/20 17:10,989.18,6.67,280.7,2.64,75.4,9.8
2020/2/20 17:20,989.12,6.6,280.63,2.7,76.1,9.75
2020/2/20 17:30,989.1,6.46,280.5,2.79,77.3,9.66
2020/2/20 17:40,988.9,6.39,280.45,2.89,78.2,9.62
2020/2/20 17:50,988.66,6.32,280.39,2.85,78.4,9.57
2020/2/20 18:00,988.62,6.28,280.36,2.7,77.8,9.54
2020/2/20 18:10,988.42,6.38,280.47,2.64,76.9,9.61
2020/2/20 18:20,988.33,6.41,280.51,2.65,76.8,9.63
2020/2/20 18:30,988.14,6.4,280.52,2.55,76.3,9.62
2020/2/20 18:40,988.08,6.33,280.45,2.46,76.2,9.57
2020/2/20 18:50,988.09,6.46,280.58,2.27,74.5,9.66
2020/2/20 19:00,988,6.69,280.82,2.15,72.7,9.82
2020/2/20 19:10,987.88,6.86,281,2.12,71.7,9.93
2020/2/20 19:20,987.79,6.88,281.03,1.97,70.8,9.95
2020/2/20 19:30,987.85,7.15,281.29,1.74,68.39,10.13
2020/2/20 19:40,987.8,7.22,281.37,1.65,67.62,10.18
2020/2/20 19:50,987.56,7.28,281.45,1.62,67.18,10.22
2020/2/20 20:00,987.34,7.27,281.45,1.58,67.05,10.22
2020/2/20 20:10,987.16,7.21,281.41,1.42,66.53,10.17
2020/2/20 20:20,987.04,7.23,281.44,1.24,65.61,10.19
2020/2/20 20:30,987.11,7.24,281.44,1.26,65.63,10.19
2020/2/20 20:40,986.96,7.27,281.48,1.17,65.1,10.22
2020/2/20 20:50,986.82,7.27,281.5,1.15,64.99,10.22
2020/2/20 21:00,986.76,7.23,281.46,1.13,65.09,10.19
2020/2/20 21:10,986.64,7.2,281.44,1.1,65.08,10.17
2020/2/20 21:20,986.32,7.22,281.49,0.95,64.27,10.18
2020/2/20 21:30,986.14,7.32,281.6,0.84,63.34,10.25
2020/2/20 21:40,985.74,7.34,281.65,0.73,62.76,10.26
2020/2/20 21:50,985.47,7.3,281.64,0.66,62.61,10.24
2020/2/20 22:00,985.33,7.29,281.64,0.65,62.6,10.23
2020/2/20 22:10,985.01,7.16,281.53,0.65,63.18,10.14
2020/2/20 22:20,984.87,7.13,281.51,0.72,63.6,10.12
2020/2/20 22:30,985.01,7.14,281.51,0.81,64,10.12
2020/2/20 22:40,985.2,7.21,281.57,0.92,64.18,10.17
2020/2/20 22:50,985.18,7.23,281.59,0.96,64.29,10.19
2020/2/20 23:00,984.99,7.21,281.59,1.01,64.6,10.17
2020/2/20 23:10,984.6,7.22,281.63,1,64.5,10.18
2020/2/20 23:20,984.29,7.3,281.73,1.03,64.28,10.24
2020/2/20 23:30,984,7.39,281.85,0.95,63.54,10.3
2020/2/20 23:40,983.89,7.44,281.91,0.9,63.08,10.33
2020/2/20 23:50,983.86,7.54,282.01,0.95,62.87,10.41
2020/2/21 0:00,983.97,7.51,281.97,1.2,64.15,10.38
2020/2/21 0:10,984.22,7.13,281.57,1.67,68.13,10.12
2020/2/21 0:20,984.21,6.3,280.74,2.1,74.4,9.56
2020/2/21 0:30,984.11,6.1,280.54,2.13,75.6,9.42
2020/2/21 0:40,984.18,6.17,280.6,2.16,75.4,9.47
2020/2/21 0:50,984.33,6.09,280.51,2.19,76,9.41
2020/2/21 1:00,984.53,5.89,280.29,2.3,77.7,9.28
2020/2/21 1:10,984.71,5.69,280.08,2.45,79.6,9.16
2020/2/21 1:20,984.98,5.55,279.92,2.49,80.6,9.07
2020/2/21 1:30,985.28,5.31,279.65,2.51,82.1,8.92
2020/2/21 1:40,985.78,5.15,279.45,2.59,83.5,8.82
2020/2/21 1:50,986.19,4.99,279.25,2.68,85,8.72
2020/2/21 2:00,986.41,4.83,279.08,2.58,85.3,8.63
2020/2/21 2:10,986.56,4.69,278.92,2.5,85.7,8.54
2020/2/21 2:20,986.78,4.59,278.81,2.46,86,8.48
2020/2/21 2:30,987.02,4.55,278.75,2.4,85.9,8.46
2020/2/21 2:40,987.24,4.52,278.7,2.39,86,8.44
2020/2/21 2:50,987.53,4.47,278.63,2.29,85.7,8.41
2020/2/21 3:00,987.8,4.47,278.61,2.29,85.7,8.41
2020/2/21 3:10,988.13,4.5,278.61,2.24,85.2,8.43
2020/2/21 3:20,988.56,4.29,278.37,2.2,86.2,8.31
2020/2/21 3:30,988.98,3.97,278,1.94,86.6,8.12
2020/2/21 3:40,989.36,3.35,277.35,1.33,86.6,7.77
2020/2/21 3:50,989.75,3.13,277.1,1.04,86.1,7.65
2020/2/21 4:00,990.22,3.25,277.19,0.94,84.7,7.72
2020/2/21 4:10,990.63,3.26,277.16,0.66,83,7.72
2020/2/21 4:20,990.93,3.17,277.05,0.1,80.2,7.67
2020/2/21 4:30,991.27,3.02,276.88,-0.04,80.2,7.59
2020/2/21 4:40,991.71,2.94,276.76,-0.17,79.9,7.55
2020/2/21 4:50,992.1,2.84,276.62,-0.21,80.3,7.49
2020/2/21 5:00,992.35,2.76,276.53,-0.19,80.8,7.45
2020/2/21 5:10,992.54,2.64,276.39,-0.19,81.5,7.39
2020/2/21 5:20,992.73,2.61,276.35,-0.1,82.2,7.37
2020/2/21 5:30,992.95,2.44,276.16,-0.09,83.3,7.28
2020/2/21 5:40,993.27,2.35,276.04,-0.17,83.4,7.23
2020/2/21 5:50,993.43,2.48,276.16,-0.35,81.5,7.31
2020/2/21 6:00,993.62,2.62,276.29,-0.55,79.5,7.38
2020/2/21 6:10,993.75,2.79,276.44,-0.76,77.4,7.47
2020/2/21 6:20,993.9,2.97,276.61,-0.94,75.4,7.56
2020/2/21 6:30,994.01,3.11,276.74,-1.09,73.8,7.64
2020/2/21 6:40,994.24,3.2,276.81,-1.1,73.3,7.69
2020/2/21 6:50,994.38,3.17,276.78,-1.1,73.4,7.68
2020/2/21 7:00,994.62,3.14,276.73,-1.12,73.5,7.66
2020/2/21 7:10,994.87,3.2,276.77,-1.36,71.9,7.69
2020/2/21 7:20,995.1,3.28,276.82,-1.44,71.1,7.73
2020/2/21 7:30,995.32,3.27,276.8,-1.44,71.1,7.73
2020/2/21 7:40,995.56,3.31,276.82,-1.61,70,7.75
2020/2/21 7:50,995.75,3.34,276.83,-1.6,69.93,7.76
2020/2/21 8:00,996.07,3.34,276.81,-1.51,70.4,7.76
2020/2/21 8:10,996.27,3.34,276.79,-1.45,70.7,7.76
2020/2/21 8:20,996.51,3.37,276.81,-1.46,70.5,7.78
2020/2/21 8:30,996.73,3.44,276.86,-1.34,70.8,7.82
2020/2/21 8:40,996.86,3.47,276.88,-1.35,70.6,7.84
2020/2/21 8:50,997.02,3.47,276.87,-1.31,70.8,7.84
2020/2/21 9:00,997.18,3.51,276.89,-1.25,70.9,7.86
2020/2/21 9:10,997.2,3.64,277.02,-1.26,70.2,7.93
2020/2/21 9:20,997.24,3.79,277.17,-1.29,69.3,8.02
2020/2/21 9:30,997.34,4.18,277.55,-1.19,67.9,8.24
2020/2/21 9:40,997.44,4.34,277.7,-1.12,67.51,8.33
2020/2/21 9:50,997.49,4.73,278.09,-0.9,66.77,8.56
2020/2/21 10:00,997.51,4.96,278.32,-0.93,65.54,8.71
2020/2/21 10:10,997.59,5.28,278.63,-0.91,64.2,8.9
2020/2/21 10:20,997.83,5.52,278.85,-0.99,62.77,9.05
2020/2/21 10:30,997.98,5.69,279.01,-1.03,61.82,9.16
2020/2/21 10:40,998.09,5.6,278.91,-1.18,61.54,9.1
2020/2/21 10:50,998.31,5.74,279.04,-1.2,60.87,9.19
2020/2/21 11:00,998.42,5.48,278.76,-1.44,60.9,9.02
2020/2/21 11:10,998.45,5.83,279.12,-1.22,60.38,9.25
2020/2/21 11:20,998.52,6.18,279.46,-1.12,59.38,9.48
2020/2/21 11:30,998.57,6.11,279.38,-1.49,58.05,9.43
2020/2/21 11:40,998.65,6.14,279.41,-1.33,58.61,9.45
2020/2/21 11:50,998.73,6.35,279.61,-1.62,56.56,9.59
2020/2/21 12:00,998.82,6.43,279.69,-1.67,56.04,9.64
2020/2/21 12:10,998.94,6.42,279.67,-1.49,56.84,9.64
2020/2/21 12:20,999.09,6.56,279.79,-1.59,55.85,9.73
2020/2/21 12:30,999.11,6.47,279.7,-1.69,55.78,9.67
2020/2/21 12:40,999.07,6.32,279.55,-1.53,57.07,9.56
2020/2/21 12:50,999,6.71,279.95,-1.44,55.93,9.83
2020/2/21 13:00,999.03,6.61,279.85,-1.74,55.07,9.76
2020/2/21 13:10,998.93,6.45,279.7,-1.96,54.77,9.66
2020/2/21 13:20,998.97,6.38,279.63,-2.05,54.65,9.61
2020/2/21 13:30,998.9,6.56,279.81,-1.85,54.79,9.73
2020/2/21 13:40,999.01,6.62,279.86,-1.84,54.62,9.77
2020/2/21 13:50,998.98,6.54,279.79,-1.93,54.55,9.72
2020/2/21 14:00,998.97,6.59,279.84,-2.03,53.95,9.75
2020/2/21 14:10,998.97,6.93,280.17,-1.97,52.95,9.98
2020/2/21 14:20,998.92,7.32,280.57,-1.71,52.54,10.25
2020/2/21 14:30,998.89,7.14,280.39,-1.88,52.52,10.12
2020/2/21 14:40,998.92,7.01,280.26,-1.81,53.28,10.03
2020/2/21 14:50,998.91,7.26,280.51,-1.83,52.29,10.21
2020/2/21 15:00,998.94,7.22,280.47,-1.75,52.77,10.18
2020/2/21 15:10,998.96,7.1,280.34,-1.83,52.88,10.1
2020/2/21 15:20,999.03,6.99,280.23,-1.71,53.75,10.02
2020/2/21 15:30,999.01,7.04,280.28,-1.52,54.32,10.06
2020/2/21 15:40,998.96,7.09,280.33,-1.58,53.91,10.09
2020/2/21 15:50,999.02,7.22,280.46,-1.53,53.62,10.18
2020/2/21 16:00,999.06,7.4,280.64,-1.41,53.43,10.31
2020/2/21 16:10,999.01,7.31,280.55,-1.37,53.93,10.24
2020/2/21 16:20,999.06,7.01,280.25,-1.57,54.24,10.03
2020/2/21 16:30,999.1,6.64,279.87,-1.65,55.31,9.78
2020/2/21 16:40,999.18,6.5,279.73,-1.6,56.04,9.69
2020/2/21 16:50,999.22,6.4,279.62,-1.49,56.92,9.62
2020/2/21 17:00,999.4,6.33,279.54,-1.29,58.03,9.57
2020/2/21 17:10,999.52,6.26,279.46,-1.07,59.24,9.53
2020/2/21 17:20,999.63,6.21,279.4,-1.06,59.52,9.5
2020/2/21 17:30,999.65,6.18,279.37,-1.1,59.46,9.47
2020/2/21 17:40,999.64,6.07,279.26,-1.18,59.56,9.4
2020/2/21 17:50,999.56,5.99,279.19,-1.28,59.44,9.35
2020/2/21 18:00,999.57,5.93,279.12,-1.36,59.35,9.31
2020/2/21 18:10,999.67,5.79,278.98,-1.41,59.72,9.22
2020/2/21 18:20,999.78,5.77,278.95,-1.39,59.88,9.21
2020/2/21 18:30,999.8,5.76,278.94,-1.37,59.99,9.21
2020/2/21 18:40,999.84,5.7,278.87,-1.37,60.29,9.16
2020/2/21 18:50,999.8,5.73,278.9,-1.36,60.22,9.18
2020/2/21 19:00,999.71,5.73,278.92,-1.38,60.06,9.19
2020/2/21 19:10,999.64,5.66,278.84,-1.35,60.56,9.14
2020/2/21 19:20,999.58,5.6,278.79,-1.22,61.38,9.1
2020/2/21 19:30,999.55,5.67,278.86,-1.12,61.53,9.14
2020/2/21 19:40,999.7,5.67,278.86,-1.05,61.81,9.15
2020/2/21 19:50,999.77,5.71,278.89,-0.96,62.07,9.17
2020/2/21 20:00,999.74,5.73,278.91,-0.9,62.26,9.18
2020/2/21 20:10,999.7,5.67,278.85,-0.92,62.44,9.15
2020/2/21 20:20,999.8,5.67,278.85,-0.86,62.71,9.15
2020/2/21 20:30,999.82,5.68,278.85,-0.94,62.33,9.15
2020/2/21 20:40,999.82,5.67,278.84,-0.99,62.1,9.15
2020/2/21 20:50,999.76,5.67,278.85,-1.03,61.92,9.15
2020/2/21 21:00,999.81,5.67,278.85,-1.02,61.96,9.15
2020/2/21 21:10,999.85,5.67,278.84,-0.88,62.62,9.15
2020/2/21 21:20,999.84,5.67,278.84,-0.79,63.03,9.15
2020/2/21 21:30,999.81,5.65,278.82,-0.74,63.34,9.13
2020/2/21 21:40,999.97,5.67,278.83,-0.69,63.5,9.14
2020/2/21 21:50,1000,5.66,278.82,-0.65,63.74,9.14
2020/2/21 22:00,999.9,5.63,278.8,-0.6,64.1,9.12
2020/2/21 22:10,999.8,5.61,278.78,-0.59,64.25,9.11
2020/2/21 22:20,999.77,5.6,278.78,-0.56,64.38,9.1
2020/2/21 22:30,999.83,5.65,278.82,-0.56,64.2,9.13
2020/2/21 22:40,999.71,5.63,278.81,-0.55,64.36,9.12
2020/2/21 22:50,999.62,5.62,278.81,-0.54,64.44,9.11
2020/2/21 23:00,999.56,5.66,278.86,-0.54,64.23,9.14
2020/2/21 23:10,999.49,5.64,278.84,-0.53,64.35,9.13
2020/2/21 23:20,999.5,5.64,278.84,-0.52,64.45,9.13
2020/2/21 23:30,999.53,5.61,278.8,-0.52,64.58,9.11
2020/2/21 23:40,999.44,5.59,278.79,-0.53,64.6,9.1
2020/2/21 23:50,999.34,5.54,278.75,-0.53,64.84,9.06
2020/2/22 0:00,999.5,5.54,278.74,-0.56,64.69,9.06
2020/2/22 0:10,999.47,5.52,278.72,-0.51,65.01,9.05
2020/2/22 0:20,999.28,5.51,278.73,-0.48,65.21,9.05
2020/2/22 0:30,998.9,5.48,278.73,-0.45,65.46,9.03
2020/2/22 0:40,998.82,5.47,278.73,-0.54,65.06,9.02
2020/2/22 0:50,998.73,5.44,278.7,-0.55,65.15,9
2020/2/22 1:00,998.59,5.36,278.64,-0.59,65.32,8.95
2020/2/22 1:10,998.4,5.34,278.63,-0.63,65.28,8.94
2020/2/22 1:20,998.29,5.3,278.59,-0.65,65.34,8.91
2020/2/22 1:30,998.32,5.21,278.5,-0.61,65.95,8.86
2020/2/22 1:40,998.37,5.2,278.49,-0.6,66.03,8.85
2020/2/22 1:50,998.15,5.22,278.52,-0.66,65.68,8.86
2020/2/22 2:00,997.83,5.12,278.45,-0.72,65.85,8.8
2020/2/22 2:10,997.5,4.92,278.28,-0.74,66.68,8.68
2020/2/22 2:20,997.46,4.69,278.05,-0.78,67.53,8.54
2020/2/22 2:30,997.47,4.56,277.92,-0.86,67.75,8.46
2020/2/22 2:40,997.47,4.34,277.7,-0.9,68.61,8.34
2020/2/22 2:50,997.24,4.16,277.54,-0.91,69.42,8.23
2020/2/22 3:00,997.07,4.07,277.46,-0.93,69.79,8.18
2020/2/22 3:10,996.94,4.03,277.43,-0.96,69.84,8.15
2020/2/22 3:20,996.85,3.86,277.27,-1.01,70.4,8.06
2020/2/22 3:30,997.01,3.89,277.28,-1,70.3,8.07
2020/2/22 3:40,996.79,4,277.41,-0.95,70,8.14
2020/2/22 3:50,996.64,3.96,277.39,-0.93,70.3,8.11
2020/2/22 4:00,996.62,4.03,277.46,-0.85,70.4,8.15
2020/2/22 4:10,996.51,4.03,277.47,-0.83,70.5,8.16
2020/2/22 4:20,996.34,4.08,277.53,-0.78,70.5,8.18
2020/2/22 4:30,996.08,4.11,277.58,-0.73,70.6,8.2
2020/2/22 4:40,995.84,3.98,277.47,-0.8,70.9,8.12
2020/2/22 4:50,995.62,3.83,277.34,-0.81,71.6,8.04
2020/2/22 5:00,995.59,3.9,277.41,-0.8,71.3,8.08
2020/2/22 5:10,995.59,3.96,277.47,-0.76,71.2,8.11
2020/2/22 5:20,995.31,3.89,277.42,-0.79,71.4,8.07
2020/2/22 5:30,995.13,3.82,277.37,-0.84,71.5,8.04
2020/2/22 5:40,995.01,3.85,277.41,-0.92,70.9,8.05
2020/2/22 5:50,995,3.9,277.46,-0.97,70.4,8.08
2020/2/22 6:00,995.09,3.74,277.29,-1.11,70.5,7.99
2020/2/22 6:10,995.06,3.77,277.33,-1.15,70.1,8.01
2020/2/22 6:20,994.96,4.07,277.63,-1.29,67.99,8.18
2020/2/22 6:30,994.72,4.49,278.07,-1.44,65.26,8.42
2020/2/22 6:40,994.67,4.67,278.25,-1.5,64.15,8.53
2020/2/22 6:50,994.39,4.76,278.37,-1.63,63.14,8.58
2020/2/22 7:00,994.39,4.94,278.55,-1.81,61.5,8.69
2020/2/22 7:10,994.29,5.06,278.67,-1.95,60.36,8.76
2020/2/22 7:20,993.87,5.09,278.74,-2.04,59.85,8.78
2020/2/22 7:30,993.67,5.26,278.92,-2.24,58.3,8.89
2020/2/22 7:40,993.62,5.33,279,-2.23,58.01,8.93
2020/2/22 7:50,993.83,5.49,279.15,-2.23,57.39,9.03
2020/2/22 8:00,994.25,5.77,279.39,-2.1,56.82,9.21
2020/2/22 8:10,994.56,6.03,279.62,-2.05,56.01,9.38
2020/2/22 8:20,994.57,5.98,279.57,-1.99,56.49,9.34
2020/2/22 8:30,994.43,5.8,279.41,-2.04,56.94,9.23
2020/2/22 8:40,994.34,5.83,279.44,-2.01,56.99,9.25
2020/2/22 8:50,994.48,5.91,279.51,-1.93,57.01,9.3
2020/2/22 9:00,994.42,6.15,279.76,-2.02,55.65,9.46
2020/2/22 9:10,994.31,6.54,280.15,-2.13,53.78,9.71
2020/2/22 9:20,994.12,6.78,280.41,-1.99,53.42,9.87
2020/2/22 9:30,994.09,6.89,280.53,-1.91,53.35,9.95
2020/2/22 9:40,994.4,7.05,280.66,-1.86,52.93,10.06
2020/2/22 9:50,994.15,7.23,280.86,-1.85,52.33,10.19
2020/2/22 10:00,994.07,7.43,281.07,-1.85,51.63,10.33
2020/2/22 10:10,993.97,7.92,281.57,-1.84,49.94,10.68
2020/2/22 10:20,993.73,8.38,282.05,-1.82,48.49,11.02
2020/2/22 10:30,993.57,8.25,281.93,-1.77,49.11,10.92
2020/2/22 10:40,993.83,7.96,281.62,-1.77,50.09,10.71
2020/2/22 10:50,993.76,7.63,281.29,-1.47,52.37,10.47
2020/2/22 11:00,993.8,7.32,280.98,-1.21,54.51,10.25
2020/2/22 11:10,993.87,7.48,281.13,-1.02,54.69,10.36
2020/2/22 11:20,993.61,7.65,281.33,-0.84,54.79,10.48
2020/2/22 11:30,993.43,7.77,281.46,-0.73,54.79,10.57
2020/2/22 11:40,993.26,8.02,281.72,-0.62,54.3,10.75
2020/2/22 11:50,992.97,8.6,282.33,-0.5,52.64,11.19
2020/2/22 12:00,992.76,9.38,283.13,-1,48.15,11.79
2020/2/22 12:10,992.45,9.79,283.56,-1.09,46.51,12.12
2020/2/22 12:20,992.08,9.7,283.5,-1.12,46.69,12.05
2020/2/22 12:30,991.98,9.72,283.53,-1.12,46.62,12.06
2020/2/22 12:40,991.79,9.99,283.82,-1.07,45.95,12.29
2020/2/22 12:50,991.72,10.13,283.96,-0.98,45.84,12.4
2020/2/22 13:00,991.9,10.5,284.32,-0.99,44.7,12.71
2020/2/22 13:10,991.69,10.79,284.63,-0.84,44.33,12.96
2020/2/22 13:20,991.6,10.94,284.79,-0.68,44.39,13.09
2020/2/22 13:30,991.43,10.97,284.83,-0.66,44.38,13.12
2020/2/22 13:40,991.14,10.88,284.76,-0.61,44.79,13.04
2020/2/22 13:50,991.15,10.87,284.75,-0.52,45.14,13.03
2020/2/22 14:00,991.08,10.9,284.79,-0.51,45.06,13.06
2020/2/22 14:10,991.32,11.02,284.89,-0.51,44.72,13.16
2020/2/22 14:20,991.09,11.1,284.99,-0.55,44.35,13.23
2020/2/22 14:30,991.07,11.14,285.03,-0.56,44.19,13.27
2020/2/22 14:40,990.97,11.13,285.03,-0.56,44.22,13.26
2020/2/22 14:50,990.86,11.35,285.26,-0.57,43.54,13.45
2020/2/22 15:00,990.51,11.43,285.37,-0.6,43.23,13.52
2020/2/22 15:10,990.46,11.28,285.22,-0.64,43.53,13.39
2020/2/22 15:20,990.62,11.15,285.08,-0.64,43.9,13.28
2020/2/22 15:30,990.61,11.11,285.04,-0.62,44.09,13.24
2020/2/22 15:40,991.06,11.06,284.95,-0.54,44.5,13.2
2020/2/22 15:50,991.1,11,284.89,-0.4,45.12,13.14
2020/2/22 16:00,991.15,10.94,284.82,-0.35,45.47,13.09
2020/2/22 16:10,991.26,10.94,284.81,-0.27,45.75,13.09
2020/2/22 16:20,991.1,10.94,284.83,-0.16,46.12,13.09
2020/2/22 16:30,991.2,10.89,284.77,-0.02,46.73,13.05
2020/2/22 16:40,991.18,10.89,284.77,0.11,47.18,13.05
2020/2/22 16:50,991.54,10.98,284.83,0.07,46.76,13.13
2020/2/22 17:00,991.91,11.13,284.95,0.06,46.26,13.26
2020/2/22 17:10,991.79,11.19,285.02,0,45.88,13.31
2020/2/22 17:20,991.82,11.12,284.95,0.12,46.51,13.25
2020/2/22 17:30,991.78,11.01,284.84,0.34,47.6,13.15
2020/2/22 17:40,992,10.96,284.77,0.49,48.28,13.11
2020/2/22 17:50,992.13,10.84,284.64,0.5,48.7,13
2020/2/22 18:00,992.13,10.78,284.58,0.87,50.22,12.95
