date,0,1,2,3,4,5
2017/6/6 13:00,32,118,20,368,202,1011
2017/6/6 14:00,13,116,20,410,239,1010
2017/6/6 15:00,10,113,20,382,257,928
2017/6/6 16:00,9,112,20,402,250,857
2017/6/6 17:00,9,108,22,402,228,803
2017/6/6 18:00,11,111,20,446,195,944
2017/6/6 19:00,11,111,20,548,229,985
2017/6/6 20:00,11,117,20,746,299,1156
2017/6/6 21:00,11,122,20,947,347,1448
2017/6/6 22:00,11,128,20,976,338,1440
2017/6/6 23:00,11,116,20,892,313,1478
2017/6/7 0:00,11,105,17,828,309,1384
2017/6/7 1:00,10,99,16,622,285,1174
2017/6/7 2:00,12,93,15,428,286,967
2017/6/7 3:00,11,92,16,360,226,794
2017/6/7 4:00,11,92,16,340,220,686
2017/6/7 5:00,11,91,15,320,228,539
2017/6/7 6:00,12,92,16,300,206,506
2017/6/7 7:00,11,92,16,290,194,537
2017/6/7 8:00,11,98,16,324,203,542
2017/6/7 9:00,10,135,16,402,211,773
2017/6/7 10:00,10,138,19,462,225,987
2017/6/7 11:00,21,121,20,374,186,881
2017/6/7 12:00,10,116,20,269,219,833
2017/6/7 13:00,8,114,20,261,195,824
2017/6/7 14:00,9,114,20,348,167,875
2017/6/7 15:00,11,114,19,322,184,794
2017/6/7 16:00,10,113,20,356,182,800
2017/6/7 17:00,10,111,20,402,195,770
2017/6/7 18:00,13,107,19,398,199,743
2017/6/7 19:00,9,109,19,484,229,770
2017/6/7 20:00,8,114,20,689,307,976
2017/6/7 21:00,8,118,22,874,329,1380
2017/6/7 22:00,9,120,25,781,308,1408
2017/6/7 23:00,9,113,28,690,325,1378
2017/6/8 0:00,9,106,20,739,316,1342
2017/6/8 1:00,10,100,16,722,287,1055
2017/6/8 2:00,11,95,16,516,265,854
2017/6/8 3:00,8,92,16,426,274,731
2017/6/8 4:00,8,93,16,348,227,671
2017/6/8 5:00,11,92,16,342,216,584
2017/6/8 6:00,9,92,16,312,179,530
2017/6/8 7:00,8,93,15,276,191,514
2017/6/8 8:00,9,93,16,286,208,536
2017/6/8 9:00,9,98,15,316,169,518
2017/6/8 10:00,8,114,17,330,155,659
2017/6/8 11:00,8,136,25,402,167,812
2017/6/8 12:00,8,155,19,420,186,893
2017/6/8 13:00,11,149,20,484,169,1019
2017/6/8 14:00,10,157,19,501,182,945
2017/6/8 15:00,10,147,19,454,190,821
2017/6/8 16:00,11,134,20,444,180,740
2017/6/8 17:00,8,122,20,434,191,653
2017/6/8 18:00,9,116,19,426,151,599
2017/6/8 19:00,11,114,20,486,190,761
2017/6/8 20:00,12,114,20,640,232,1046
2017/6/8 21:00,11,115,20,847,271,1279
2017/6/8 22:00,11,113,20,814,294,1261
2017/6/8 23:00,12,109,20,783,315,1186
2017/6/9 0:00,12,103,18,745,278,1195
2017/6/9 1:00,11,99,16,628,257,1150
2017/6/9 2:00,12,97,15,521,273,806
2017/6/9 3:00,11,93,16,424,237,722
2017/6/9 4:00,12,93,16,352,214,713
2017/6/9 5:00,12,92,16,316,206,599
2017/6/9 6:00,12,92,16,310,175,566
2017/6/9 7:00,11,92,16,288,188,563
2017/6/9 8:00,12,92,16,316,193,569
2017/6/9 9:00,12,93,15,362,166,485
2017/6/9 10:00,9,105,21,350,148,490
2017/6/9 11:00,8,135,15,428,165,611
2017/6/9 12:00,9,159,13,463,218,794
2017/6/9 13:00,9,160,13,545,216,893
2017/6/9 14:00,9,164,16,620,202,928
2017/6/9 15:00,10,160,16,446,191,815
2017/6/9 16:00,10,144,16,394,204,755
2017/6/9 17:00,11,129,17,380,216,764
2017/6/9 18:00,9,121,20,386,199,743
2017/6/9 19:00,11,121,20,516,224,863
2017/6/9 20:00,11,120,20,618,311,1123
2017/6/9 21:00,11,125,20,820,323,1273
2017/6/9 22:00,11,134,20,779,340,1467
2017/6/9 23:00,11,118,20,739,343,1318
2017/6/10 0:00,12,108,20,646,318,1201
2017/6/10 1:00,11,100,16,556,287,1040
2017/6/10 2:00,11,93,16,464,249,794
2017/6/10 3:00,12,93,16,372,204,731
2017/6/10 4:00,12,92,17,344,194,659
2017/6/10 5:00,11,90,16,334,195,593
2017/6/10 6:00,12,91,16,320,214,545
2017/6/10 7:00,12,92,15,298,177,566
2017/6/10 8:00,10,96,16,316,179,611
2017/6/10 9:00,11,136,16,366,201,728
2017/6/10 10:00,23,134,18,406,213,824
2017/6/10 11:00,47,120,20,394,186,875
2017/6/10 12:00,64,119,20,390,215,809
2017/6/10 13:00,16,119,20,340,220,785
2017/6/10 14:00,9,115,20,392,257,887
2017/6/10 15:00,9,116,20,380,248,713
2017/6/10 16:00,8,112,20,302,226,731
2017/6/10 17:00,8,109,20,326,225,722
2017/6/10 18:00,8,107,20,340,252,773
2017/6/10 19:00,12,109,20,447,272,943
2017/6/10 20:00,79,115,20,728,315,1240
2017/6/10 21:00,10,120,23,932,344,1579
2017/6/10 22:00,12,128,20,856,356,1671
2017/6/10 23:00,11,117,20,850,323,1512
2017/6/11 0:00,10,108,17,762,351,1372
2017/6/11 1:00,11,100,15,644,314,1156
2017/6/11 2:00,12,95,16,520,261,871
2017/6/11 3:00,11,92,16,376,215,731
2017/6/11 4:00,11,93,16,356,202,689
2017/6/11 5:00,10,92,16,330,210,575
2017/6/11 6:00,12,93,16,304,227,527
2017/6/11 7:00,11,94,16,300,199,560
2017/6/11 8:00,11,99,16,318,222,617
2017/6/11 9:00,10,139,16,400,232,773
2017/6/11 10:00,17,143,16,420,175,863
2017/6/11 11:00,51,124,20,356,180,830
2017/6/11 12:00,26,118,16,326,195,767
2017/6/11 13:00,18,116,16,364,194,835
2017/6/11 14:00,15,113,16,368,206,929
2017/6/11 15:00,14,113,16,306,192,863
2017/6/11 16:00,16,112,16,281,187,926
2017/6/11 17:00,12,109,16,300,202,869
2017/6/11 18:00,11,109,16,396,219,866
2017/6/11 19:00,13,110,16,488,255,868
2017/6/11 20:00,12,119,16,715,320,1303
2017/6/11 21:00,12,134,19,900,340,1578
2017/6/11 22:00,13,137,23,904,412,1497
2017/6/11 23:00,13,127,20,792,360,1517
2017/6/12 0:00,12,113,20,848,378,1414
2017/6/12 1:00,13,102,16,624,311,1210
2017/6/12 2:00,12,95,16,497,267,920
2017/6/12 3:00,14,93,16,460,254,725
2017/6/12 4:00,12,92,16,372,234,638
2017/6/12 5:00,13,92,16,354,269,605
2017/6/12 6:00,13,92,16,302,223,554
2017/6/12 7:00,14,93,16,308,223,599
2017/6/12 8:00,12,101,16,328,248,653
2017/6/12 9:00,12,146,16,412,238,815
2017/6/12 10:00,34,142,16,422,233,905
2017/6/12 11:00,48,121,19,382,198,919
2017/6/12 12:00,48,117,19,378,179,791
2017/6/12 13:00,10,113,20,356,230,788
2017/6/12 14:00,10,115,20,438,213,791
2017/6/12 15:00,8,114,19,386,195,791
2017/6/12 16:00,14,112,20,306,217,749
2017/6/12 17:00,12,109,19,310,223,713
2017/6/12 18:00,10,107,19,340,232,809
2017/6/12 19:00,10,108,19,512,311,981
2017/6/12 20:00,11,113,20,724,357,1366
2017/6/12 21:00,11,125,22,836,321,1743
2017/6/12 22:00,13,131,22,820,347,1866
2017/6/12 23:00,11,119,20,712,341,1626
2017/6/13 0:00,12,109,19,690,359,1449
2017/6/13 1:00,11,100,16,578,311,1207
2017/6/13 2:00,12,94,16,436,279,925
2017/6/13 3:00,12,92,16,352,241,704
2017/6/13 4:00,11,92,16,334,226,695
2017/6/13 5:00,12,92,16,338,243,638
2017/6/13 6:00,13,92,16,320,221,584
2017/6/13 7:00,11,92,16,318,215,629
2017/6/13 8:00,12,101,16,346,218,614
2017/6/13 9:00,11,143,16,439,221,824
2017/6/13 10:00,9,147,15,424,219,905
2017/6/13 11:00,30,124,19,380,185,869
2017/6/13 12:00,10,121,20,320,198,830
2017/6/13 13:00,21,119,23,334,223,955
2017/6/13 14:00,11,120,20,414,221,1019
2017/6/13 15:00,9,118,20,376,230,884
2017/6/13 16:00,9,115,20,350,227,1017
2017/6/13 17:00,10,110,20,392,239,1084
2017/6/13 18:00,9,110,20,394,234,1117
2017/6/13 19:00,9,109,20,549,265,1135
2017/6/13 20:00,13,115,20,752,350,1434
2017/6/13 21:00,11,120,21,957,347,1629
2017/6/13 22:00,12,133,24,980,360,1701
2017/6/13 23:00,12,121,24,866,319,1429
2017/6/14 0:00,12,110,20,808,309,1452
2017/6/14 1:00,11,101,16,596,294,1294
2017/6/14 2:00,12,96,16,456,275,889
2017/6/14 3:00,12,92,16,392,243,716
2017/6/14 4:00,12,92,16,354,216,620
2017/6/14 5:00,12,92,16,336,228,584
2017/6/14 6:00,11,92,16,304,205,545
2017/6/14 7:00,12,92,16,308,212,575
2017/6/14 8:00,12,96,16,314,212,632
2017/6/14 9:00,11,133,16,348,221,794
2017/6/14 10:00,12,131,18,364,200,969
2017/6/14 11:00,9,114,20,346,171,952
2017/6/14 12:00,9,107,20,388,187,944
2017/6/14 13:00,15,84,20,406,220,996
2017/6/14 14:00,15,104,20,458,226,1123
2017/6/14 15:00,14,90,20,428,208,1008
2017/6/14 16:00,14,110,20,460,228,1165
2017/6/14 17:00,16,102,20,469,225,1156
2017/6/14 18:00,11,103,20,439,249,1126
2017/6/14 19:00,12,104,20,500,320,1192
2017/6/14 20:00,12,111,20,710,331,1285
2017/6/14 21:00,12,111,21,848,363,1433
2017/6/14 22:00,13,116,26,914,358,1508
2017/6/14 23:00,12,110,20,807,324,1516
2017/6/15 0:00,11,100,20,696,313,1297
2017/6/15 1:00,13,99,17,662,304,1114
2017/6/15 2:00,13,96,16,496,285,902
2017/6/15 3:00,12,93,16,410,261,791
2017/6/15 4:00,13,93,16,324,220,692
2017/6/15 5:00,12,90,16,304,213,590
2017/6/15 6:00,13,92,16,304,216,524
2017/6/15 7:00,12,92,16,272,215,540
2017/6/15 8:00,13,92,16,294,203,569
2017/6/15 9:00,12,96,16,352,197,539
2017/6/15 10:00,10,113,16,406,203,686
2017/6/15 11:00,8,131,18,438,230,761
2017/6/15 12:00,8,144,14,507,228,845
2017/6/15 13:00,10,146,12,528,232,1014
2017/6/15 14:00,16,143,15,517,219,1033
2017/6/15 15:00,15,137,16,535,198,938
2017/6/15 16:00,14,131,16,556,248,1085
2017/6/15 17:00,16,125,17,537,250,1099
2017/6/15 18:00,14,115,22,553,220,1005
2017/6/15 19:00,9,112,20,662,222,970
2017/6/15 20:00,10,117,20,816,262,1231
2017/6/15 21:00,10,117,24,898,280,1309
2017/6/15 22:00,10,120,24,773,278,1273
2017/6/15 23:00,11,108,22,723,280,1237
2017/6/16 0:00,10,103,17,696,262,1073
2017/6/16 1:00,10,100,16,598,250,991
2017/6/16 2:00,9,96,16,522,252,938
2017/6/16 3:00,11,94,16,458,250,815
2017/6/16 4:00,10,92,16,356,198,749
2017/6/16 5:00,10,92,16,330,188,665
2017/6/16 6:00,11,92,16,322,188,596
2017/6/16 7:00,11,92,16,296,177,581
2017/6/16 8:00,10,92,16,250,182,581
2017/6/16 9:00,10,93,19,295,193,557
2017/6/16 10:00,10,101,16,328,175,576
2017/6/16 11:00,8,122,19,418,176,755
2017/6/16 12:00,9,137,20,614,194,842
2017/6/16 13:00,15,138,20,835,224,908
2017/6/16 14:00,14,143,20,839,267,967
2017/6/16 15:00,14,139,20,608,261,920
2017/6/16 16:00,15,131,20,539,247,976
2017/6/16 17:00,14,116,20,632,238,943
2017/6/16 18:00,13,109,20,542,235,886
2017/6/16 19:00,10,108,20,598,251,913
2017/6/16 20:00,10,112,20,710,308,1114
2017/6/16 21:00,9,112,20,720,300,1303
2017/6/16 22:00,10,116,21,777,320,1297
2017/6/16 23:00,11,112,22,725,332,1240
2017/6/17 0:00,11,103,18,654,304,1108
2017/6/17 1:00,10,98,16,552,268,941
2017/6/17 2:00,10,95,15,519,245,842
2017/6/17 3:00,11,93,16,440,201,791
2017/6/17 4:00,10,92,16,362,182,653
2017/6/17 5:00,10,92,16,324,175,554
2017/6/17 6:00,10,92,16,296,167,513
2017/6/17 7:00,11,92,16,314,169,575
2017/6/17 8:00,11,97,16,324,178,620
2017/6/17 9:00,10,115,16,440,188,692
2017/6/17 10:00,11,134,14,398,175,776
2017/6/17 11:00,38,125,16,352,192,863
2017/6/17 12:00,24,123,19,340,203,800
2017/6/17 13:00,9,118,19,324,236,854
2017/6/17 14:00,9,120,19,400,238,922
2017/6/17 15:00,8,124,20,342,240,728
2017/6/17 16:00,8,119,17,300,208,743
2017/6/17 17:00,10,112,19,376,211,737
2017/6/17 18:00,8,108,20,342,222,752
2017/6/17 19:00,9,109,20,467,289,794
2017/6/17 20:00,12,114,20,693,367,1032
2017/6/17 21:00,12,120,23,876,351,1413
2017/6/17 22:00,11,127,22,874,311,1502
2017/6/17 23:00,13,118,18,817,324,1434
2017/6/18 0:00,11,106,14,770,302,1408
2017/6/18 1:00,12,99,15,560,316,1189
2017/6/18 2:00,12,96,16,468,286,911
2017/6/18 3:00,12,92,16,396,251,755
2017/6/18 4:00,12,93,16,324,241,656
2017/6/18 5:00,12,91,16,308,222,569
2017/6/18 6:00,12,92,16,316,215,507
2017/6/18 7:00,13,92,16,286,220,546
2017/6/18 8:00,11,95,16,306,219,623
2017/6/18 9:00,11,112,15,384,206,671
2017/6/18 10:00,19,129,16,376,230,818
2017/6/18 11:00,13,131,19,384,210,875
2017/6/18 12:00,9,132,16,390,221,842
2017/6/18 13:00,16,128,16,362,221,916
2017/6/18 14:00,11,128,15,459,214,1031
2017/6/18 15:00,12,127,16,362,220,824
2017/6/18 16:00,14,124,16,360,234,926
2017/6/18 17:00,12,116,19,428,239,982
2017/6/18 18:00,10,111,23,426,273,917
2017/6/18 19:00,10,108,19,512,285,938
2017/6/18 20:00,12,114,20,699,307,1100
2017/6/18 21:00,12,154,20,924,338,1439
2017/6/18 22:00,11,141,20,968,336,1484
2017/6/18 23:00,12,115,20,840,318,1312
2017/6/19 0:00,12,105,20,706,341,1234
2017/6/19 1:00,12,102,14,624,321,1008
2017/6/19 2:00,12,94,16,444,262,797
2017/6/19 3:00,12,94,15,430,249,620
2017/6/19 4:00,12,91,16,366,213,590
2017/6/19 5:00,12,90,15,292,224,536
2017/6/19 6:00,11,92,15,278,224,486
2017/6/19 7:00,12,92,16,298,230,514
2017/6/19 8:00,12,95,16,324,232,554
2017/6/19 9:00,12,112,15,372,228,650
2017/6/19 10:00,10,134,15,378,206,791
2017/6/19 11:00,33,125,16,334,195,782
2017/6/19 12:00,24,119,16,294,179,800
2017/6/19 13:00,29,117,16,284,211,824
2017/6/19 14:00,8,114,16,306,223,917
2017/6/19 15:00,8,112,16,330,227,788
2017/6/19 16:00,10,111,16,306,224,869
2017/6/19 17:00,11,112,16,378,217,854
2017/6/19 18:00,9,107,16,362,217,788
2017/6/19 19:00,10,106,16,425,267,905
2017/6/19 20:00,11,112,16,653,318,1086
2017/6/19 21:00,12,117,20,848,321,1347
2017/6/19 22:00,10,122,20,930,319,1401
2017/6/19 23:00,11,113,20,799,301,1192
2017/6/20 0:00,11,106,18,740,328,1063
2017/6/20 1:00,12,99,16,640,313,1034
2017/6/20 2:00,11,96,15,478,271,770
2017/6/20 3:00,11,93,16,386,259,701
2017/6/20 4:00,12,92,16,328,236,656
2017/6/20 5:00,11,90,12,326,223,581
2017/6/20 6:00,11,92,16,296,204,485
2017/6/20 7:00,12,92,15,296,202,529
2017/6/20 8:00,11,96,16,283,212,620
2017/6/20 9:00,11,111,13,424,204,707
2017/6/20 10:00,9,129,12,362,195,869
2017/6/20 11:00,29,126,12,392,172,839
2017/6/20 12:00,9,129,14,376,190,746
2017/6/20 13:00,21,129,12,368,205,788
2017/6/20 14:00,11,128,16,392,219,896
2017/6/20 15:00,8,120,16,356,204,815
2017/6/20 16:00,8,126,16,374,213,809
2017/6/20 17:00,10,121,16,366,212,815
2017/6/20 18:00,11,110,17,386,229,728
2017/6/20 19:00,8,112,20,426,259,863
2017/6/20 20:00,10,113,20,642,332,1061
2017/6/20 21:00,10,117,20,827,317,1431
2017/6/20 22:00,11,122,24,876,316,1467
2017/6/20 23:00,10,116,20,721,306,1348
2017/6/21 0:00,10,108,19,646,295,1189
2017/6/21 1:00,10,101,16,560,291,1081
2017/6/21 2:00,11,97,16,457,261,878
2017/6/21 3:00,10,93,16,400,208,719
2017/6/21 4:00,10,92,16,350,206,611
2017/6/21 5:00,10,92,15,312,218,511
2017/6/21 6:00,12,92,16,294,204,479
2017/6/21 7:00,10,92,16,288,213,523
2017/6/21 8:00,10,98,16,326,208,537
2017/6/21 9:00,10,115,14,388,200,680
2017/6/21 10:00,11,142,12,360,185,818
2017/6/21 11:00,20,134,12,398,179,917
2017/6/21 12:00,9,134,16,368,189,821
2017/6/21 13:00,8,132,16,360,187,901
2017/6/21 14:00,11,127,16,414,209,1022
2017/6/21 15:00,10,124,16,408,200,932
2017/6/21 16:00,8,123,13,388,204,929
2017/6/21 17:00,8,118,13,428,170,999
2017/6/21 18:00,8,112,14,446,180,966
2017/6/21 19:00,9,113,16,507,250,1019
2017/6/21 20:00,9,116,16,689,315,1120
2017/6/21 21:00,10,121,22,814,295,1487
2017/6/21 22:00,12,124,23,818,281,1317
2017/6/21 23:00,10,115,21,781,278,1264
2017/6/22 0:00,10,107,20,713,252,1207
2017/6/22 1:00,10,99,14,640,266,1023
2017/6/22 2:00,11,96,16,505,262,908
2017/6/22 3:00,10,95,15,410,220,884
2017/6/22 4:00,10,93,16,340,200,764
2017/6/22 5:00,11,91,15,316,194,629
2017/6/22 6:00,11,92,16,328,192,593
2017/6/22 7:00,10,92,16,294,185,560
2017/6/22 8:00,10,92,15,310,194,560
2017/6/22 9:00,11,96,17,396,170,528
2017/6/22 10:00,9,109,19,366,152,656
2017/6/22 11:00,8,128,20,426,145,830
2017/6/22 12:00,8,135,19,485,175,954
2017/6/22 13:00,10,134,19,474,202,1002
2017/6/22 14:00,9,136,18,483,199,1025
2017/6/22 15:00,10,135,20,533,175,902
2017/6/22 16:00,11,126,19,536,193,952
2017/6/22 17:00,9,117,20,523,195,1038
2017/6/22 18:00,11,114,19,566,196,869
2017/6/22 19:00,10,111,20,604,253,945
2017/6/22 20:00,11,116,20,771,301,1111
2017/6/22 21:00,12,119,23,862,300,1195
2017/6/22 22:00,12,117,21,797,290,1165
2017/6/22 23:00,11,108,20,682,277,1138
2017/6/23 0:00,12,104,20,640,283,1085
2017/6/23 1:00,11,100,16,592,262,979
2017/6/23 2:00,12,96,14,584,225,944
2017/6/23 3:00,12,94,16,484,197,869
2017/6/23 4:00,12,93,15,404,175,734
2017/6/23 5:00,11,90,14,368,165,647
2017/6/23 6:00,12,92,15,318,162,587
2017/6/23 7:00,12,92,14,310,164,611
2017/6/23 8:00,11,92,16,314,171,581
2017/6/23 9:00,12,93,16,384,192,590
2017/6/23 10:00,9,103,16,414,134,587
2017/6/23 11:00,8,119,17,390,163,686
2017/6/23 12:00,8,135,15,477,167,899
2017/6/23 13:00,11,142,15,547,192,896
2017/6/23 14:00,8,145,16,510,192,1003
2017/6/23 15:00,10,142,16,382,207,839
2017/6/23 16:00,10,130,16,356,178,758
2017/6/23 17:00,10,121,16,378,177,761
2017/6/23 18:00,11,112,16,376,175,668
2017/6/23 19:00,10,110,16,461,221,862
2017/6/23 20:00,12,115,16,580,258,1008
2017/6/23 21:00,11,113,18,600,247,1117
2017/6/23 22:00,12,118,20,702,253,1231
2017/6/23 23:00,11,113,20,721,273,1237
2017/6/24 0:00,12,106,19,686,276,1201
2017/6/24 1:00,12,101,16,527,235,1099
2017/6/24 2:00,12,97,16,456,234,952
2017/6/24 3:00,11,96,15,424,212,782
2017/6/24 4:00,12,92,16,360,184,671
2017/6/24 5:00,12,92,15,342,181,602
2017/6/24 6:00,12,92,12,312,187,563
2017/6/24 7:00,12,92,13,255,178,524
2017/6/24 8:00,11,92,14,251,188,525
2017/6/24 9:00,12,96,18,346,165,554
2017/6/24 10:00,14,107,13,328,186,650
2017/6/24 11:00,17,130,14,424,195,725
2017/6/24 12:00,24,150,14,510,175,716
2017/6/24 13:00,8,148,16,503,170,872
2017/6/24 14:00,8,155,14,530,183,969
2017/6/24 15:00,8,140,18,462,163,878
2017/6/24 16:00,8,140,20,500,204,1047
2017/6/24 17:00,9,131,16,538,189,1246
2017/6/24 18:00,14,129,18,506,230,1084
2017/6/24 19:00,22,135,21,594,238,1135
2017/6/24 20:00,15,143,20,586,266,1339
2017/6/24 21:00,12,135,20,606,261,1414
2017/6/24 22:00,10,117,20,566,275,1195
2017/6/24 23:00,10,105,20,487,286,1162
2017/6/25 0:00,10,104,20,468,259,1150
2017/6/25 1:00,10,101,19,444,286,1123
2017/6/25 2:00,11,98,13,434,255,1069
2017/6/25 3:00,10,99,12,426,287,1040
2017/6/25 4:00,10,96,15,432,250,851
2017/6/25 5:00,10,92,15,378,189,680
2017/6/25 6:00,11,92,16,322,208,605
2017/6/25 7:00,10,92,15,308,186,605
2017/6/25 8:00,10,92,16,282,191,614
2017/6/25 9:00,10,92,16,289,168,539
2017/6/25 10:00,7,97,18,328,148,473
2017/6/25 11:00,4,110,20,344,152,683
2017/6/25 12:00,4,144,16,380,172,919
2017/6/25 13:00,4,168,16,424,209,1270
2017/6/25 14:00,6,168,14,470,216,1189
2017/6/25 15:00,4,149,12,372,163,823
2017/6/25 16:00,4,117,13,256,146,776
2017/6/25 17:00,9,114,16,302,157,916
2017/6/25 18:00,10,110,17,275,183,869
2017/6/25 19:00,10,109,20,378,189,881
2017/6/25 20:00,11,108,20,526,242,1028
2017/6/25 21:00,11,108,20,548,241,1159
2017/6/25 22:00,11,111,20,590,315,1207
2017/6/25 23:00,11,107,20,622,312,1189
2017/6/26 0:00,11,103,19,624,294,1075
2017/6/26 1:00,11,101,16,582,260,981
2017/6/26 2:00,12,96,15,463,206,866
2017/6/26 3:00,11,94,16,368,174,791
2017/6/26 4:00,11,92,14,304,172,698
2017/6/26 5:00,11,92,15,290,169,608
2017/6/26 6:00,12,92,15,292,171,557
2017/6/26 7:00,11,92,16,265,186,575
2017/6/26 8:00,11,94,16,312,166,581
2017/6/26 9:00,11,101,16,352,171,632
2017/6/26 10:00,10,117,16,310,161,656
2017/6/26 11:00,33,130,16,394,185,578
2017/6/26 12:00,24,144,18,400,246,614
2017/6/26 13:00,9,147,12,392,274,755
2017/6/26 14:00,8,145,17,418,250,830
2017/6/26 15:00,8,138,16,412,233,809
2017/6/26 16:00,10,131,16,408,250,830
2017/6/26 17:00,11,120,16,428,257,818
2017/6/26 18:00,10,113,16,422,252,773
2017/6/26 19:00,18,112,16,510,295,907
2017/6/26 20:00,17,116,16,803,326,1418
2017/6/26 21:00,14,119,24,916,349,1590
2017/6/26 22:00,9,130,22,884,324,1464
2017/6/26 23:00,10,115,20,790,335,1492
2017/6/27 0:00,10,106,18,709,337,1252
2017/6/27 1:00,9,100,16,588,316,1069
2017/6/27 2:00,11,97,16,485,284,884
2017/6/27 3:00,10,94,16,442,236,713
2017/6/27 4:00,9,93,16,392,204,608
2017/6/27 5:00,10,91,15,352,222,548
2017/6/27 6:00,11,92,16,322,202,507
2017/6/27 7:00,10,92,16,306,211,545
2017/6/27 8:00,9,94,16,316,220,563
2017/6/27 9:00,11,103,16,398,213,620
2017/6/27 10:00,8,121,16,360,179,668
2017/6/27 11:00,8,129,18,350,181,686
2017/6/27 12:00,9,136,16,350,237,746
2017/6/27 13:00,12,134,16,360,243,937
2017/6/27 14:00,11,129,16,370,231,1002
2017/6/27 15:00,8,126,20,404,262,860
2017/6/27 16:00,8,125,20,388,253,836
2017/6/27 17:00,8,114,22,394,255,788
2017/6/27 18:00,11,110,19,472,262,782
2017/6/27 19:00,10,110,20,582,283,901
2017/6/27 20:00,10,113,20,835,345,1213
2017/6/27 21:00,12,120,22,956,347,1542
2017/6/27 22:00,10,124,24,906,322,1419
2017/6/27 23:00,11,117,21,882,328,1402
2017/6/28 0:00,10,105,20,778,309,1306
2017/6/28 1:00,11,97,16,610,295,1099
2017/6/28 2:00,11,95,16,460,270,917
2017/6/28 3:00,10,93,16,374,222,740
2017/6/28 4:00,12,92,16,376,197,665
2017/6/28 5:00,10,92,16,328,223,620
2017/6/28 6:00,11,92,16,290,212,554
2017/6/28 7:00,11,92,16,292,210,584
2017/6/28 8:00,11,93,16,302,217,605
2017/6/28 9:00,10,103,16,364,215,641
2017/6/28 10:00,10,122,16,348,191,677
2017/6/28 11:00,15,123,17,396,217,755
2017/6/28 12:00,8,132,16,456,250,833
2017/6/28 13:00,8,131,16,444,234,890
2017/6/28 14:00,11,132,16,438,232,920
2017/6/28 15:00,8,123,16,422,206,803
2017/6/28 16:00,8,121,16,422,209,803
2017/6/28 17:00,8,112,19,406,199,830
2017/6/28 18:00,8,111,16,422,166,743
2017/6/28 19:00,9,107,16,469,207,883
2017/6/28 20:00,10,112,17,678,269,1144
2017/6/28 21:00,10,113,16,826,278,1363
2017/6/28 22:00,10,120,25,775,270,1321
2017/6/28 23:00,12,110,20,725,281,1282
2017/6/29 0:00,10,101,21,668,297,1117
2017/6/29 1:00,11,99,16,580,290,1052
2017/6/29 2:00,10,94,16,490,257,964
2017/6/29 3:00,11,95,16,430,224,851
2017/6/29 4:00,11,92,16,354,198,722
2017/6/29 5:00,10,92,16,318,201,665
2017/6/29 6:00,11,92,16,312,193,578
2017/6/29 7:00,11,92,16,300,186,557
2017/6/29 8:00,11,93,16,330,199,566
2017/6/29 9:00,10,96,16,356,185,590
2017/6/29 10:00,12,103,17,428,187,638
2017/6/29 11:00,14,113,20,452,180,830
2017/6/29 12:00,13,128,20,437,172,845
2017/6/29 13:00,14,141,20,479,170,907
2017/6/29 14:00,14,144,20,543,171,1111
2017/6/29 15:00,13,141,20,440,172,874
2017/6/29 16:00,14,134,19,473,161,869
2017/6/29 17:00,15,122,19,586,165,964
2017/6/29 18:00,13,117,20,594,180,854
2017/6/29 19:00,10,113,20,644,228,928
2017/6/29 20:00,10,115,20,743,281,1177
2017/6/29 21:00,9,114,24,874,262,1393
2017/6/29 22:00,10,119,23,854,269,1363
2017/6/29 23:00,10,113,28,742,276,1222
2017/6/30 0:00,10,104,21,717,256,1204
2017/6/30 1:00,10,101,16,638,255,1141
2017/6/30 2:00,9,97,16,538,228,972
2017/6/30 3:00,11,94,16,458,222,845
2017/6/30 4:00,10,92,16,386,195,731
2017/6/30 5:00,9,92,16,362,180,668
2017/6/30 6:00,10,92,16,332,171,575
2017/6/30 7:00,11,92,16,272,167,527
2017/6/30 8:00,9,92,16,302,163,527
2017/6/30 9:00,9,93,16,318,156,540
2017/6/30 10:00,9,98,17,346,147,544
2017/6/30 11:00,8,116,16,364,143,752
2017/6/30 12:00,8,149,16,416,171,839
2017/6/30 13:00,14,154,16,632,168,923
2017/6/30 14:00,14,151,17,670,177,845
2017/6/30 15:00,15,143,18,524,192,809
2017/6/30 16:00,14,135,18,521,171,758
2017/6/30 17:00,16,119,17,488,178,782
2017/6/30 18:00,11,112,20,562,179,812
2017/6/30 19:00,9,108,19,574,212,851
2017/6/30 20:00,9,112,21,654,253,1048
2017/6/30 21:00,10,112,21,771,269,1183
2017/6/30 22:00,10,116,20,828,275,1279
2017/6/30 23:00,9,110,20,790,264,1162
2017/7/1 0:00,10,106,18,727,258,1180
2017/7/1 1:00,10,99,16,646,252,1039
2017/7/1 2:00,10,95,16,535,226,943
2017/7/1 3:00,10,95,16,412,187,758
2017/7/1 4:00,10,92,16,382,172,671
2017/7/1 5:00,10,92,16,314,160,569
2017/7/1 6:00,10,92,16,288,165,519
2017/7/1 7:00,10,92,16,280,165,524
2017/7/1 8:00,9,93,14,320,160,536
2017/7/1 9:00,11,98,16,380,164,572
2017/7/1 10:00,13,108,18,384,160,638
2017/7/1 11:00,16,116,16,426,165,734
2017/7/1 12:00,14,130,16,432,165,797
