POWER_5,POWER_6,POWER_11,POWER_12,POWER_21,POWER_22,POWER_23,POWER_24,POWER_43,POWER_44,POWER_45,POWER_46
0,0.25,0.05,0,0,4.35,1.25,0.05,0,0.25,4.8,0
0,0.45,0.1,0,0,6.25,2.75,0.2,0.05,0.65,3.05,0.05
0,1,0.2,0,0.1,7.7,3.6,0.6,0.15,1.3,5.05,0.15
0.05,2.25,0.5,0,0.1,8.35,2.95,1.2,0.6,1.85,4.1,0.25
0.35,3.3,0.85,0.05,0.25,9,3.75,2,1.5,2.95,11.7,0.55
0.4,3.65,1,0.1,0.65,9.45,7.15,3.45,2.5,4.4,7,0.85
0.95,4.3,1.3,0.25,0.5,7.4,11.95,4.15,2.45,5.4,5.05,2.1
1.9,3.75,1.75,0.55,0.35,7.45,14.2,4.65,2.25,7.2,5.4,3.2
4.75,3.75,2.2,0.6,0.45,7.6,8.35,5.3,2.65,9.7,5.45,3.55
10.15,3.95,2.25,0.5,0.7,7.65,8.25,5.45,2.75,10.7,5.7,3.8
11.95,3.85,2.75,0.5,0.95,7.05,9.85,5.7,2.5,11.85,5.3,3.45
11.75,4.15,3.55,0.6,1.05,6.75,10.6,5.6,1.65,11.95,4.95,2.95
9.85,4.7,4.25,1,1.7,4.45,13.2,3.65,2.4,11.55,4.95,2.95
11.55,5.55,4.35,1.1,2.9,2.35,17.4,1.6,2.7,9.05,5.25,3
10.25,6.9,4.45,1.6,4,1,21.85,1,4.3,3.75,5.4,3.15
13.4,7.95,3.45,1.45,4.6,0.95,26.15,0.8,5.6,2.7,5.25,3.2
14.5,8.8,3.75,0.7,5.15,1.05,29.25,1.05,5.5,2.7,5.75,3.2
10.4,9.5,3.15,0.75,5.45,1.45,35.6,0.7,5.1,2.5,5.4,3.05
3.55,8.9,3.05,1.8,5.55,1.65,37.1,4.25,4.55,6.3,3.3,2.8
2.25,7.75,2.9,1.05,5.6,0.6,39.3,7.1,4.6,7,4.7,2.85
2.2,7.1,2.45,2.5,5.05,0.05,42.75,8.35,5.3,7.2,5.55,3.05
5.05,6.3,2.15,5.25,4.45,0.35,42.9,9.1,5.45,7.5,5.55,3.35
5.3,5.5,2,4.55,3.9,0.95,44.4,9.55,5.6,8.65,3.8,3.35
7.05,5.35,2.55,4.4,3.55,3.35,45.25,8.9,5.5,8.35,3.5,3.2
9.7,5.95,2.95,5.45,4.2,6.25,27.85,6.3,4.85,8.85,3.6,2.9
6.5,5.45,3.65,8.1,4.45,10.25,17.7,5.25,4.8,10.7,3.5,2.85
7.55,4.75,4.15,8.25,4.35,11.8,21.15,4.7,4.95,11.75,8.65,3.25
9.8,4.7,5.75,5.5,4.8,10.85,23.85,4.55,5.6,13.05,7.9,3.6
11.2,4.05,4.8,4.4,5.5,9.2,30.3,4.5,5.7,17.65,10.55,3.8
13.5,4,3.5,4.7,5.7,10.45,31.95,4.55,5.35,17.9,9.95,3.65
14.7,5.85,4.2,4.8,4.35,12.05,32.9,4.1,4.8,15.45,5.55,3.15
12.8,6.2,4.5,4.55,3.2,10.05,27.1,3.65,4.45,13.3,3.9,3.35
12.25,6.1,4.5,4.05,1.7,9.2,18.5,3.35,2.15,11.05,8.75,3.45
10.15,6.7,4.35,3.9,0.7,7.4,19.4,3.25,1.65,9.5,8.65,3.55
9.05,6.6,4.25,3.85,0.45,4.55,15.75,3.35,3,9.25,13.95,3.55
8.5,5.85,5.15,3.6,0.6,4.1,14.4,3.1,4.05,9.45,12.4,3.6
7.35,5.25,7.55,2.9,2.15,4.35,25.95,2.5,3.4,17.8,11.25,2.5
6.75,5.7,5.95,2.75,2.6,2.85,18.3,4.2,2.35,12.6,11,0.6
1.5,6.5,5,2.2,1.5,3.05,23.5,5.75,1.95,12.95,11.5,0.15
7.95,7.15,4.05,1.6,0.5,4,19.85,6.2,1.8,12.5,10.75,0.05
4.35,7.45,3.5,1.2,0.15,3.35,9.05,5.7,1.55,15.5,9.75,0
2.3,7.6,5.15,1.25,0.15,0.9,13.95,4.6,1.6,15.25,10.8,0
1.25,7.9,7.1,1.5,0.6,1.35,21.5,2.9,1.3,13.55,5.1,0.15
0.25,6.45,6.75,1.4,0.75,3.7,23.8,1,0.95,11.2,10.4,0.4
0.15,5.85,4.05,1.05,0.85,4.25,25.25,0.4,0.6,12.85,8.1,0.5
0.3,5.75,4.8,0.65,1,4.15,25.8,0.2,0.35,13.05,3.3,0.45
0.85,5.25,3.35,0.3,1,3.85,27.05,0.2,0.15,5.95,3.1,0.35
1.4,4.4,3.2,0.2,1.4,2.95,26.6,0.1,0.15,7.45,0.1,0.3
1.25,6.65,4.25,0.1,0.7,12.8,24.25,0.2,0.2,16.35,0.25,0.3
1.3,7.1,4.15,0.1,0.25,3.2,21.35,0.2,0.2,18.75,0.5,0.2
2.05,6.75,4.2,0.1,0.25,6.2,16.85,0.2,0.2,17.5,0.25,0.15
1.6,6.1,1,0.05,0.55,9.1,13.6,0.1,0.2,10.15,0.15,0.1
0.85,5.3,0,0,0.5,10.3,10.55,0.1,0.2,6.05,0,0
0.45,4.45,1.9,0,0.2,9.7,8.25,0.1,0.1,13,0,0
0.65,3.75,2.5,0,0,5.3,7.05,0,0.1,7.75,0,0
0.45,3,0.95,0,0,10.55,4.45,0,0,5.3,0,0
0.15,1.35,0.35,0,0,6.6,3,0,0,6.5,0,0
0.05,0.3,0.05,0,0,5.1,1.55,0,0,6.75,0,0
0,0.05,0,0,0,1.8,0.65,0,0,6.3,0,0
0,0,0,0,0,0,0.15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.05,0,0,0,0,0,0.05,0,0.95,0
0.15,0.05,0.05,0,0,0,0.05,0,0.5,0,0.1,0
0.75,0.45,0.1,0.05,0.05,0,0.45,0,1.95,0,0.45,0.05
2.3,0.45,0.3,0.45,0.15,0,1.3,0,4.5,0,0.35,0.1
6.8,1.05,1,1.2,0.35,0,6.9,0,5.45,0.6,2.9,0.2
10.55,2.05,2.5,2.65,1.4,0,9.55,0,6.4,17.15,1.5,0.4
13.65,3.9,0.1,4.6,3.35,0,13,0.15,7.5,19.15,0.6,0.45
17.75,5.9,0.15,5.7,3,0,15.55,0.25,8.25,7.15,5.05,0.25
19.8,7.65,2,6.9,4.65,0.1,15.9,0.25,9.25,10.35,5,0.95
15.3,6.1,0.4,7.1,6.65,0.2,4.45,2.95,11.45,11.5,5.8,3.35
12.15,5.35,0.4,6.6,8,0.25,2.9,5.4,12.35,10.9,6.9,4
10.45,4.85,0.6,5.9,9,0.25,1.85,5.75,12.6,8.75,8.4,4.05
6.4,4.55,1.1,5.2,9.35,0.2,14.75,5.6,12.45,6.8,9.55,3.75
0.9,4.2,1.9,4.6,9.5,0.3,4.65,4.9,11.2,5.7,10.25,3.55
0.9,3.65,1.6,3.7,8.2,0.5,21.65,5.35,9.65,5.2,9.8,3.1
2.65,3,0.65,4.55,6.65,1.45,23.35,3.75,8.25,3.35,4.25,3.25
3,3.3,1.2,5.05,6.4,2.4,22.8,2.1,8.25,1,2.95,4.1
4.8,3.65,1.35,4.9,7.1,3.7,19.9,1.6,9.9,3.45,4.4,5.55
6.45,3.9,1.15,4.65,7.9,4.85,18.1,2,11.15,5.85,4,7.05
7.15,4.2,0.7,4.85,8.6,5.85,16.8,3,11,6.45,2.75,7.95
8.05,4.3,0.95,5.7,8.85,6.55,15.65,3.95,10.9,10.65,1.25,8.5
10,4.05,1.65,6.45,9.45,6,23.25,4.5,11.3,14.65,1.65,8.55
15.1,4.3,2.5,5.5,10.05,6.2,25.25,5.85,11.15,14.6,0.8,8.7
22.2,4.95,2.45,5.1,10.2,5.9,22.9,8.3,10.8,15.5,0.55,8.7
28.75,5.8,3.65,5.75,10.1,7.15,20.35,10.9,11.15,16.8,0.05,8.5
39.4,6.6,3.2,6.1,9.85,7.75,21.65,13.95,11.45,17.3,0.55,8.15
44.9,7.6,2.6,6.75,9.85,11.2,18.3,16.4,11,15.95,1.8,7.65
53.85,8,2.1,8.6,10.9,18.85,19.4,17.35,11.45,14.8,3,7
58.95,8.3,2.35,9.85,11.45,21.45,17.95,17.8,12.85,15.35,1.1,6.65
63.7,8.3,2.6,10.75,12.55,21.35,18.25,18.5,14.3,13,0,6.4
74.55,7.7,2.95,11.35,12.2,21.7,18.65,18.8,15.6,9.5,0.05,6.2
75.65,7.6,2.85,12.35,11.55,19.65,19.45,18.9,16.5,7.65,0.3,6.1
75.6,7.5,3,12.9,12.15,21.15,16.3,18.9,16.7,7.15,3.25,6.05
68.45,6.9,3.15,15.5,16.5,20,14.95,17.65,17,7.55,6.05,6.55
55,6.3,3.05,17.65,18.75,20.4,18.45,17.2,17.7,8,7.9,8.4
41.95,6.85,3.35,16,22.75,23.25,20.95,16.4,17.75,9,9.75,10.75
40.35,7.85,3.25,15.6,25.1,21.65,20.4,13.2,17.6,11.05,11.75,12.45
42.6,9,3.35,16.35,25.1,20.75,24.65,11.05,17,11.9,14.3,13.1
37.05,10.15,3.45,14.75,22.7,20.8,27,11.8,17.6,9.85,15.8,14.25
35.95,10.05,3.45,16.9,17.6,23.05,25.6,16.85,20.05,6.85,15.2,10.1
34,8.3,3.8,20.05,13.45,22.4,27.35,16.85,20.75,6.65,15.4,8.25
32.4,5.8,3.95,19.35,12.35,23.4,31.3,17.15,21.4,6,15.6,7.6
33.7,4.4,4.05,17.65,10.45,24.4,33.8,19.4,21.45,4.85,16,6.05
33.8,2.85,4.3,17.6,10.1,25.1,34.55,21.35,21.25,3.75,16.1,5.4
34.3,0.5,4.25,16.2,9.75,21.5,34.9,22.45,20.5,2.75,16.25,4.9
37.3,1.8,7.15,14.8,10,6.75,37.55,17.85,19.1,9.15,15.15,5.2
33.15,3.9,2.4,13.85,10.9,4.5,30.75,14.15,17.55,11.75,11.3,5.5
31.2,4.95,1.4,11.55,10.35,2.95,26.15,12.6,17.05,19.3,9.6,4.65
27.1,6.4,4.65,9.1,8.3,2.95,28.3,10.2,16.75,13.6,8.55,3.95
26.15,7.5,4.3,6.9,6.05,0.4,31.1,8.25,15.85,26.6,7.75,3
22,7.75,5.15,5.3,4.55,3.6,31.6,7.05,14.9,14.65,10.3,2.75
16.45,6.55,3.15,4.9,5.3,9.85,30.1,6.75,11.9,4.15,13.8,4.6
11.4,3.8,4.8,5.55,5.65,9.7,23.65,5.7,9.1,5.1,13.95,4.7
9.95,5.65,3.2,5.65,6.3,9.5,24.2,4.15,6.65,5.4,13.25,3.65
4.45,6.25,2.8,5.5,5.05,8.25,22.05,1.4,4.4,5.3,14.4,1.3
1.05,5.15,3.05,4.95,4.15,7.05,20.1,0.1,1.5,5.35,13.1,0.1
0.4,4.45,1.15,3.35,3.1,0.3,12.05,0,1.4,6.9,11.55,0
3.4,3.85,1.35,1.4,1.65,0.1,9.8,0,4.15,4.1,9.5,0.65
0.55,3.05,0.05,0.4,0.65,0.05,9.9,0.1,4.05,0.7,9.4,1.05
0.75,1.4,0.2,0.05,0.15,0,8.7,0,2.5,0.1,8.95,0.45
0.1,0.45,1.05,0.1,0.05,0,6.8,0,0.65,6.4,5.4,0.2
0,0.05,0,0,0,0,3.15,0,0.15,3.5,4.05,0.15
0,0,0,0,0,0,0.55,0,0,0,0.2,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0,0,0,0
2,0,0.1,0,0,0.05,0,0,0,1.3,0,0
8.4,0,0.85,0,0.05,0,0.2,0,0.25,6.75,0.15,0
8.45,0.15,2.15,0.15,0.75,0.15,0.95,0.35,0.6,8.85,5.45,0.2
8.55,0.45,3.25,1.1,3.2,0.8,0.2,2.6,2.05,9,10.7,1.2
15.65,1.25,3.15,3.95,4.75,4.65,0.5,4.75,5.05,9.25,12.85,2.95
22.6,2.8,3.55,4.65,6.05,3.7,1,5.7,6.5,9.5,13.95,3.6
30.15,3.9,4.6,4.65,7.35,10.25,0.65,6.75,8.45,8.55,15.4,4.4
33.45,4.55,4.85,4.1,8.6,16.9,0.3,7.25,7.5,9.45,16.35,5.25
27.85,5.55,5.4,5.05,9.8,12.95,3.65,7.6,6.65,11.8,16.55,6.1
14.55,9.1,5.6,7.2,10.6,8.2,9.45,9.55,7.95,22.55,16.8,6.55
23.15,12.35,6.15,8.75,10.35,9.1,10.5,10.7,8.2,18.3,17.25,6.8
18.95,14.75,6.25,9.95,10.3,10.8,11.45,11.4,10.25,22.75,17.2,7
22.7,16.3,5.6,11.25,10.65,13.55,13.9,11.5,10.75,21.65,18.55,6.95
25.25,17.4,6.35,11.8,10.25,16.2,18.75,11.75,9.5,26.05,19.25,6.4
26.15,17.95,6.9,12.05,10.7,18.35,20.3,12.65,12.7,24.4,17.5,6.2
25.5,17.35,7.45,14.1,13.75,14.6,9.3,14.8,15.2,26.1,15.8,8.55
32.45,17.35,7.7,17.7,16.35,8.8,34.45,17.25,16.75,28.45,15.8,10
31.15,17.9,7.35,19.35,18.3,16.4,25.3,19.55,17.5,30.2,16.95,9.55
16.05,18.45,7.5,20.3,19.9,23.05,20.1,22.7,18.85,29.8,14.95,9.85
41.25,18.7,8.4,20.7,21.75,9.2,24.25,25.25,21,29.75,17.7,11.8
39.25,18.75,9.9,20.85,23.65,16.6,31.9,26.2,22.6,25.45,17.55,12.85
67.6,18.1,9.55,22.4,24.3,23.8,24.6,25.3,21.85,28.05,17.35,11.95
68.9,16.8,10.15,21.85,24.6,21.8,39.45,25.1,23.1,25.65,18.1,12
67.2,15.6,11.15,20.55,25,23.8,55.5,25.25,24.75,13.1,18.65,12.45
68.7,16.15,12.1,21.45,25.2,23.25,61.95,25.4,25.55,9.8,18.1,13.25
71.9,16.95,12.8,21.45,24.9,23.2,65.4,25.8,26.3,27.7,12.45,13.6
67.85,17.8,12.7,21.8,24.65,23.7,61.2,25.85,27.1,28.35,11.35,14.75
62.1,16.85,13.15,23.35,24.95,23.4,47.9,24.55,26.5,25.35,7.95,16.5
64.4,18.15,8.2,23.85,25.8,21.55,54.2,22.95,25.85,27.55,7.75,17.25
67.3,17.9,12.7,22.4,25.7,23.15,64.3,23.4,26.1,26,11.35,18.65
69.65,15.45,10.65,22,24.35,24.1,47.7,25.65,26.75,15.4,13.05,19.1
70,13.55,9.5,22.75,21.2,22.2,55.1,25.7,27.35,19.45,13.1,19.3
73.45,15.65,9.6,24.1,17.75,22.35,55.85,25.25,26.1,18.05,14.4,19.45
73.15,16.6,7.05,24.2,17.9,20.05,55.75,24.9,26,19.3,18.5,19.4
72.6,17.15,10.3,22.45,18.6,19.5,47.9,24.55,25.9,19.75,17.8,19.15
72.35,15.1,8.4,19.95,19.7,17.05,49.2,24.45,25.95,21.8,18,18.8
71.4,16.35,5.9,22.6,21.15,13.6,49.75,24.6,25.7,18.75,17.85,18.6
71.1,15.95,9.75,20.9,22.5,9.7,45.7,24.55,25.75,18.1,18.2,18.45
70.8,16.75,8.8,18.65,23.2,14.45,46.9,23.95,25.8,16.65,18.6,18.2
68.05,13.25,10.8,17.7,21.6,23.85,45.4,19.25,25.15,16.95,15.7,16.25
65.9,13.55,9.8,18.1,19.05,24.1,49.8,16.8,24.6,19.5,14.05,14.85
64.2,13.4,9.05,19.55,17.55,24.55,50.8,16.7,24,22.4,15.9,14.4
64.2,13.1,9.45,20.8,16.1,24.9,48.45,17.25,23.2,23.65,10.35,12.3
63,12.55,12.2,22.9,14.75,25.05,37.35,17,22.15,19.55,10.45,11
61.5,13.35,11.8,23.9,14.05,25.05,43.1,17.4,21.2,24.35,13.1,10.95
59.6,13.9,11.5,22.8,17.8,24.95,39.2,18.15,20.65,28.25,17.05,13.3
61.65,15.05,10.4,21.8,19.05,25.25,27.5,18.7,19.95,28.7,17.15,14.65
60,14.8,8.9,20.85,18.9,26.05,28,18.9,18.9,25.85,16.85,14.75
57.75,13.6,10.3,19.75,18.3,26.4,38.7,18.65,17.85,30.35,15.05,14.6
54.9,13.1,9,18.65,16.65,25.95,36.8,18.2,16.7,28.15,16.8,13.95
48.8,12.5,7.85,17.5,15.15,23.65,29.65,17.15,15.3,27.4,16.15,13.1
40.7,10.95,7.85,15.35,14.1,21.5,29.7,15.4,13.3,23.95,14.85,11.4
36.2,9.35,8.1,13.3,12.05,20.25,26.3,13.55,11.55,10.05,14.55,10
31.15,9.55,7.1,12.2,10.1,19.3,24.6,12.2,10.55,17.15,14.65,8.8
26.85,8.3,5.2,11.2,8.3,18.4,21.8,10.7,9.85,16.25,13.85,7.6
23.05,6.55,3.75,9.95,6.95,17,18.7,9.25,8,16.1,13.05,6.5
20,5.05,3,8.5,5.7,15.55,15.05,7.7,6,14.75,10.6,5.2
17.45,2.8,2.5,6.15,5.2,13.6,5.6,6.3,4.8,3.05,9.4,3.5
14.4,0.7,1.3,3.25,4.2,11.25,2.65,5.1,2.5,11.3,9.2,3.35
9.1,0.15,0.15,0.95,0.45,9.3,1.75,3.9,0.4,4.75,7.7,2.6
2.7,0,0,0.15,0.25,6.6,0.6,1.6,0.25,8.95,5.95,0.55
0.5,0,0.05,0.05,0.05,2.25,0.05,0.35,0.1,6.9,0.05,0.1
0,0,0,0,0,0,0,0.05,0,0.1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
